id_surat,no_surat,nama_surat,nama_surat_arab,ayat,surat,latin,terjemahan,tempat_turun,deskripsi,tema
5798,80,Abasa,عبس,40,وَوُجُوْهٌ يَّوْمَىِٕذٍ عَلَيْهَا غَبَرَةٌۙ,wawujuuhun yawma-idzin 'alayhaa ghabara,"dan pada hari itu ada (pula) wajah-wajah yang tertutup debu (suram),",mekah,"Surat 'Abasa terdiri atas 42 ayat, termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat An Najm. Dinamai 'Abasa  diambil dari perkataan 'Abasa yang terdapat pada ayat pertama surat ini. Menurut riwayat, pada suatu ketika Rasulullah s.a.w. menerima dan berbicara dengan pemuka-pemuka Quraisy yang beliau harapkan agar mereka masuk Islam. Dalam pada itu datanglah Ibnu Ummi Maktum, seorang sahabat yang buta yang mengharap agar Rasulullah s.a.w. membacakan kepadanya ayat- ayat Al Quran yang telah diturunkan Allah. tetapi Rasulullah s.a.w. bermuka masam dan memalingkan muka dari Ibnu Ummi Maktum yang buta itu, lalu Allah menurunkan surat ini sebagai teguran atas sikap Rasulullah terhadap ibnu Ummi Maktum itu.",Bermuka Masam
5799,80,Abasa,عبس,41,تَرْهَقُهَا قَتَرَةٌ ۗ,tarhaquhaa qatara,tertutup oleh kegelapan (ditimpa kehinaan dan kesusahan).,mekah,"Surat 'Abasa terdiri atas 42 ayat, termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat An Najm. Dinamai 'Abasa  diambil dari perkataan 'Abasa yang terdapat pada ayat pertama surat ini. Menurut riwayat, pada suatu ketika Rasulullah s.a.w. menerima dan berbicara dengan pemuka-pemuka Quraisy yang beliau harapkan agar mereka masuk Islam. Dalam pada itu datanglah Ibnu Ummi Maktum, seorang sahabat yang buta yang mengharap agar Rasulullah s.a.w. membacakan kepadanya ayat- ayat Al Quran yang telah diturunkan Allah. tetapi Rasulullah s.a.w. bermuka masam dan memalingkan muka dari Ibnu Ummi Maktum yang buta itu, lalu Allah menurunkan surat ini sebagai teguran atas sikap Rasulullah terhadap ibnu Ummi Maktum itu.",Bermuka Masam
5800,80,Abasa,عبس,42,اُولٰۤىِٕكَ هُمُ الْكَفَرَةُ الْفَجَرَةُ ࣖ,ulaa-ika humu lkafaratu lfajara,Mereka itulah orang-orang kafir yang durhaka.,mekah,"Surat 'Abasa terdiri atas 42 ayat, termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat An Najm. Dinamai 'Abasa  diambil dari perkataan 'Abasa yang terdapat pada ayat pertama surat ini. Menurut riwayat, pada suatu ketika Rasulullah s.a.w. menerima dan berbicara dengan pemuka-pemuka Quraisy yang beliau harapkan agar mereka masuk Islam. Dalam pada itu datanglah Ibnu Ummi Maktum, seorang sahabat yang buta yang mengharap agar Rasulullah s.a.w. membacakan kepadanya ayat- ayat Al Quran yang telah diturunkan Allah. tetapi Rasulullah s.a.w. bermuka masam dan memalingkan muka dari Ibnu Ummi Maktum yang buta itu, lalu Allah menurunkan surat ini sebagai teguran atas sikap Rasulullah terhadap ibnu Ummi Maktum itu.",Bermuka Masam
5801,81,At-Takwir,التكوير,1,اِذَا الشَّمْسُ كُوِّرَتْۖ,idzaa sysyamsu kuwwirat,"Apabila matahari digulung,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5802,81,At-Takwir,التكوير,2,وَاِذَا النُّجُوْمُ انْكَدَرَتْۖ,wa-idzaa nnujuumu inkadarat,"dan apabila bintang-bintang berjatuhan,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5803,81,At-Takwir,التكوير,3,وَاِذَا الْجِبَالُ سُيِّرَتْۖ,wa-idzaa ljibaalu suyyirath,"dan apabila gunung-gunung dihancurkan,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5804,81,At-Takwir,التكوير,4,وَاِذَا الْعِشَارُ عُطِّلَتْۖ,wa-idzaa l'isyaaru 'uththhilath,"dan apabila unta-unta yang bunting ditinggalkan (tidak terurus),",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5805,81,At-Takwir,التكوير,5,وَاِذَا الْوُحُوْشُ حُشِرَتْۖ,wa-idzaa lwuhuusyu husyirath,"dan apabila binatang-binatang liar dikumpulkan,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5806,81,At-Takwir,التكوير,6,وَاِذَا الْبِحَارُ سُجِّرَتْۖ,wa-idzaa lbihaaru sujjirath,"dan apabila lautan dipanaskan,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5807,81,At-Takwir,التكوير,7,وَاِذَا النُّفُوْسُ زُوِّجَتْۖ,wa-idzaa nnufuusu zuwwijat,"dan apabila roh-roh dipertemukan (dengan tubuh),",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5808,81,At-Takwir,التكوير,8,وَاِذَا الْمَوْءٗدَةُ سُىِٕلَتْۖ,wa-idzaa lmawuudatu su-ilath,"dan apabila bayi-bayi perempuan yang dikubur hidup-hidup ditanya,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5809,81,At-Takwir,التكوير,9,بِاَيِّ ذَنْۢبٍ قُتِلَتْۚ,bi-ayyi dzanbin qutilath,karena dosa apa dia dibunuh?,mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5810,81,At-Takwir,التكوير,10,وَاِذَا الصُّحُفُ نُشِرَتْۖ,wa-idzaa shshuhufu nusyirath,"Dan apabila lembaran-lembaran (catatan amal) telah dibuka lebar-lebar,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5811,81,At-Takwir,التكوير,11,وَاِذَا السَّمَاۤءُ كُشِطَتْۖ,wa-idzaa ssamaau kusyithath,"dan apabila langit dilenyapkan,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5812,81,At-Takwir,التكوير,12,وَاِذَا الْجَحِيْمُ سُعِّرَتْۖ,wa-idzaa ljahiimu su''irath,"dan apabila neraka Jahim dinyalakan,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5813,81,At-Takwir,التكوير,13,وَاِذَا الْجَنَّةُ اُزْلِفَتْۖ,wa-idzaa ljannatu uzlifath,"dan apabila surga didekatkan,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5814,81,At-Takwir,التكوير,14,عَلِمَتْ نَفْسٌ مَّآ اَحْضَرَتْۗ,alimat nafsun maa ahdarath,setiap jiwa akan mengetahui apa yang telah dikerjakannya.,mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5815,81,At-Takwir,التكوير,15,فَلَآ اُقْسِمُ بِالْخُنَّسِۙ,falaa uqsimu bilkhunnas,"Aku bersumpah demi bintang-bintang,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5816,81,At-Takwir,التكوير,16,الْجَوَارِ الْكُنَّسِۙ,aljawaari lkunnas,"yang beredar dan terbenam,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5817,81,At-Takwir,التكوير,17,وَالَّيْلِ اِذَا عَسْعَسَۙ,wallayli idzaa 'as'as,"demi malam apabila telah larut,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5818,81,At-Takwir,التكوير,18,وَالصُّبْحِ اِذَا تَنَفَّسَۙ,washshubhi idzaa tanaffas,"dan demi subuh apabila fajar telah menyingsing,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5819,81,At-Takwir,التكوير,19,اِنَّهٗ لَقَوْلُ رَسُوْلٍ كَرِيْمٍۙ,innahu laqawlu rasuulin kariim,"sesungguhnya (Al-Qur'an) itu benar-benar firman (Allah yang dibawa oleh) utusan yang mulia (Jibril),",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5820,81,At-Takwir,التكوير,20,ذِيْ قُوَّةٍ عِنْدَ ذِى الْعَرْشِ مَكِيْنٍۙ,dzii quwwatin 'inda dzii l'arsyi makiin,"yang memiliki kekuatan, memiliki kedudukan tinggi di sisi (Allah) yang memiliki ‘Arsy,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5821,81,At-Takwir,التكوير,21,مُّطَاعٍ ثَمَّ اَمِيْنٍۗ,muthaa'in tsamma amiin,yang di sana (di alam malaikat) ditaati dan dipercaya.,mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5822,81,At-Takwir,التكوير,22,وَمَا صَاحِبُكُمْ بِمَجْنُوْنٍۚ,wamaa shaahibukum bimajnuun,Dan temanmu (Muhammad) itu bukanlah orang gila.,mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5823,81,At-Takwir,التكوير,23,وَلَقَدْ رَاٰهُ بِالْاُفُقِ الْمُبِيْنِۚ,walaqad raaahu bilufuqi lmubiin,"Dan sungguh, dia (Muhammad) telah melihatnya (Jibril) di ufuk yang terang.",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5824,81,At-Takwir,التكوير,24,وَمَا هُوَ عَلَى الْغَيْبِ بِضَنِيْنٍۚ,wamaa huwa 'alaa lghaybi bidhaniin,Dan dia (Muhammad) bukanlah seorang yang kikir (enggan) untuk menerangkan yang gaib.,mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5825,81,At-Takwir,التكوير,25,وَمَا هُوَ بِقَوْلِ شَيْطٰنٍ رَّجِيْمٍۚ,wamaa huwa biqawli syaythaanin rajiim,"Dan (Al-Qur'an) itu bukanlah perkataan setan yang terkutuk,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5826,81,At-Takwir,التكوير,26,فَاَيْنَ تَذْهَبُوْنَۗ,fa-ayna tadzhabuun,maka ke manakah kamu akan pergi?,mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5827,81,At-Takwir,التكوير,27,اِنْ هُوَ اِلَّا ذِكْرٌ لِّلْعٰلَمِيْنَۙ,in huwa illaa dzikrun lil'aalamiin,"(Al-Qur'an) itu tidak lain adalah peringatan bagi seluruh alam,",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5828,81,At-Takwir,التكوير,28,لِمَنْ شَاۤءَ مِنْكُمْ اَنْ يَّسْتَقِيْمَۗ,liman syaa-a minkum an yastaqiim,(yaitu) bagi siapa di antara kamu yang menghendaki menempuh jalan yang lurus.,mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5829,81,At-Takwir,التكوير,29,وَمَا تَشَاۤءُوْنَ اِلَّآ اَنْ يَّشَاۤءَ اللّٰهُ رَبُّ الْعٰلَمِيْنَ ࣖ,wamaa tasyaauuna illaa an yasyaa-a laahu rabbu l'aalamiin,"Dan kamu tidak dapat menghendaki (menempuh jalan itu) kecuali apabila dikehendaki Allah, Tuhan seluruh alam.",mekah,"Surat At Takwir terdiri atas 29 ayat dan termasuk golongan surat-surat Makkiyah, diturunkan sesudah surat Al Masadd. Kata At Takwir (terbelah) yang menjadi nama bagi surat ini adalah dari kata asal (mashdar) dari kata kerja kuwwirat (digulung) yang terdapat pada ayat pertama surat ini.",Penggulungan
5830,82,Al-Infitar,الانفطار,1,اِذَا السَّمَاۤءُ انْفَطَرَتْۙ,idzaa ssamaau infatharath,"Apabila langit terbelah,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5831,82,Al-Infitar,الانفطار,2,وَاِذَا الْكَوَاكِبُ انْتَثَرَتْۙ,wa-idzaa lkawaakibu intatsarath,"dan apabila bintang-bintang jatuh berserakan,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5832,82,Al-Infitar,الانفطار,3,وَاِذَا الْبِحَارُ فُجِّرَتْۙ,wa-idzaa lbihaaru fujjirath,"dan apabila lautan dijadikan meluap,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5833,82,Al-Infitar,الانفطار,4,وَاِذَا الْقُبُوْرُ بُعْثِرَتْۙ,wa-idzaa lqubuuru bu'tsirath,"dan apabila kuburan-kuburan dibongkar,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5834,82,Al-Infitar,الانفطار,5,عَلِمَتْ نَفْسٌ مَّا قَدَّمَتْ وَاَخَّرَتْۗ,alimat nafsun maa qaddamat wa-akhkharath,(maka) setiap jiwa akan mengetahui apa yang telah dikerjakan dan yang dilalaikan(nya).,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5835,82,Al-Infitar,الانفطار,6,يٰٓاَيُّهَا الْاِنْسَانُ مَا غَرَّكَ بِرَبِّكَ الْكَرِيْمِۙ,yaa ayyuhaa l-insaanu maa gharraka birabbika lkariim,"Wahai manusia! Apakah yang telah memperdayakan kamu (berbuat durhaka) terhadap Tuhanmu Yang Mahamulia,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5836,82,Al-Infitar,الانفطار,7,الَّذِيْ خَلَقَكَ فَسَوّٰىكَ فَعَدَلَكَۙ,ladzii khalaqaka fasawwaaka fa'adalak,"yang telah menciptakanmu lalu menyempurnakan kejadianmu dan menjadikan (susunan tubuh)mu seimbang,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5837,82,Al-Infitar,الانفطار,8,فِيْٓ اَيِّ صُوْرَةٍ مَّا شَاۤءَ رَكَّبَكَۗ,fii ayyi shuuratin maa syaa-a rakkabak,"dalam bentuk apa saja yang dikehendaki, Dia menyusun tubuhmu.",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5838,82,Al-Infitar,الانفطار,9,كَلَّا بَلْ تُكَذِّبُوْنَ بِالدِّيْنِۙ,kallaa bal tukadzdzibuuna biddiin,Sekali-kali jangan begitu! Bahkan kamu mendustakan hari pembalasan.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5839,82,Al-Infitar,الانفطار,10,وَاِنَّ عَلَيْكُمْ لَحٰفِظِيْنَۙ,wa-inna 'alaykum lahaafizhiin,"Dan sesungguhnya bagi kamu ada (malaikat-malaikat) yang mengawasi (pekerjaanmu),",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5840,82,Al-Infitar,الانفطار,11,كِرَامًا كَاتِبِيْنَۙ,kiraaman kaatibiin,"yang mulia (di sisi Allah) dan yang mencatat (amal perbuatanmu),",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5841,82,Al-Infitar,الانفطار,12,يَعْلَمُوْنَ مَا تَفْعَلُوْنَ,ya'lamuuna maa taf'aluun,mereka mengetahui apa yang kamu kerjakan.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5842,82,Al-Infitar,الانفطار,13,اِنَّ الْاَبْرَارَ لَفِيْ نَعِيْمٍۙ,inna l-abraara lafii na'iim,"Sesungguhnya orang-orang yang berbakti benar-benar berada dalam (surga yang penuh) kenikmatan,",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5843,82,Al-Infitar,الانفطار,14,وَّاِنَّ الْفُجَّارَ لَفِيْ جَحِيْمٍ,wa-inna lfujjaara lafii jahiim,dan sesungguhnya orang-orang yang durhaka benar-benar berada dalam neraka.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5844,82,Al-Infitar,الانفطار,15,يَصْلَوْنَهَا يَوْمَ الدِّيْنِ,yashlawnahaa yawma ddiin,Mereka masuk ke dalamnya pada hari pembalasan.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5845,82,Al-Infitar,الانفطار,16,وَمَا هُمْ عَنْهَا بِغَاۤىِٕبِيْنَۗ,wamaa hum 'anhaa bighaa-ibiin,Dan mereka tidak mungkin keluar dari neraka itu.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5846,82,Al-Infitar,الانفطار,17,وَمَآ اَدْرٰىكَ مَا يَوْمُ الدِّيْنِۙ,wamaa adraaka maa yawmu ddiini,Dan tahukah kamu apakah hari pembalasan itu?,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5847,82,Al-Infitar,الانفطار,18,ثُمَّ مَآ اَدْرٰىكَ مَا يَوْمُ الدِّيْنِۗ,tsumma maa adraaka maa yawmu ddiin,"Sekali lagi, tahukah kamu apakah hari pembalasan itu?",mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5848,82,Al-Infitar,الانفطار,19,يَوْمَ لَا تَمْلِكُ نَفْسٌ لِّنَفْسٍ شَيْـًٔا ۗوَالْاَمْرُ يَوْمَىِٕذٍ لِّلّٰهِ ࣖ,yawma laa tamliku nafsun linafsin syay-an wal-amru yawma-idzin lillaah,(Yaitu) pada hari (ketika) seseorang sama sekali tidak berdaya (menolong) orang lain. Dan segala urusan pada hari itu dalam kekuasaan Allah.,mekah,"Surat ini terdiri atas 19 ayat, termasuk golongan surat-surat Makkiyah dan diturunkan sesudah surat An Naazi'aat. Al Infithaar yang dijadikan  nama untuk surat ini adalah kata asal dari kata Infatharat (terbelah)  yang terdapat pada ayat pertama.",Terbelah
5849,83,Al-Mutaffifin,المطفّفين,1,وَيْلٌ لِّلْمُطَفِّفِيْنَۙ,waylun lilmuthaffifiin,Celakalah bagi orang-orang yang curang (dalam menakar dan menimbang)!,mekah,"Surat ini terdiri atas 36 ayat, termasuk golongan surat-surat Makkiyyah, diturunkan sesudah surat Al 'Ankabuut dan merupakan  surat yang terakhir di Mekkah sebelum hijrah. Al Muthaffifiin  yang dijadikan nama bagi surat ini diambil dari kata  Al Muthaffifiin yang terdapat pada ayat pertama.",Orang-Orang Curang
